8.51279 -1908.56 -1669.99 -1431.42 -1192.85 -954.282 -715.712 -477.141 -238.571 0 238.571 477.141 715.712 954.282 1192.85 1431.42 1669.99 1908.56 
8.5129 -1908.59 -1670.02 -1431.44 -1192.87 -954.295 -715.721 -477.148 -238.574 0 238.574 477.148 715.721 954.295 1192.87 1431.44 1670.02 1908.59 
8.51302 -1908.62 -1670.04 -1431.46 -1192.89 -954.308 -715.731 -477.154 -238.577 0 238.577 477.154 715.731 954.308 1192.89 1431.46 1670.04 1908.62 
8.51314 -1908.64 -1670.06 -1431.48 -1192.9 -954.322 -715.741 -477.161 -238.58 0 238.58 477.161 715.741 954.322 1192.9 1431.48 1670.06 1908.64 
8.51326 -1908.67 -1670.09 -1431.5 -1192.92 -954.335 -715.751 -477.167 -238.584 0 238.584 477.167 715.751 954.335 1192.92 1431.5 1670.09 1908.67 
8.51337 -1908.7 -1670.11 -1431.52 -1192.93 -954.348 -715.761 -477.174 -238.587 0 238.587 477.174 715.761 954.348 1192.93 1431.52 1670.11 1908.7 
8.51349 -1908.72 -1670.13 -1431.54 -1192.95 -954.361 -715.771 -477.18 -238.59 0 238.59 477.18 715.771 954.361 1192.95 1431.54 1670.13 1908.72 
8.51361 -1908.75 -1670.15 -1431.56 -1192.97 -954.374 -715.781 -477.187 -238.594 0 238.594 477.187 715.781 954.374 1192.97 1431.56 1670.15 1908.75 
8.51372 -1908.77 -1670.18 -1431.58 -1192.98 -954.387 -715.79 -477.194 -238.597 0 238.597 477.194 715.79 954.387 1192.98 1431.58 1670.18 1908.77 
8.51384 -1908.8 -1670.2 -1431.6 -1193 -954.4 -715.8 -477.2 -238.6 0 238.6 477.2 715.8 954.4 1193 1431.6 1670.2 1908.8 
8.51396 -1908.83 -1670.22 -1431.62 -1193.02 -954.414 -715.81 -477.207 -238.603 0 238.603 477.207 715.81 954.414 1193.02 1431.62 1670.22 1908.83 
8.51408 -1908.85 -1670.25 -1431.64 -1193.03 -954.427 -715.82 -477.213 -238.607 0 238.607 477.213 715.82 954.427 1193.03 1431.64 1670.25 1908.85 
8.51419 -1908.88 -1670.27 -1431.66 -1193.05 -954.44 -715.83 -477.22 -238.61 0 238.61 477.22 715.83 954.44 1193.05 1431.66 1670.27 1908.88 
8.51431 -1908.91 -1670.29 -1431.68 -1193.07 -954.453 -715.84 -477.227 -238.613 0 238.613 477.227 715.84 954.453 1193.07 1431.68 1670.29 1908.91 
8.51443 -1908.93 -1670.32 -1431.7 -1193.08 -954.466 -715.85 -477.233 -238.617 0 238.617 477.233 715.85 954.466 1193.08 1431.7 1670.32 1908.93 
8.51455 -1908.96 -1670.34 -1431.72 -1193.1 -954.479 -715.859 -477.24 -238.62 0 238.62 477.24 715.859 954.479 1193.1 1431.72 1670.34 1908.96 
8.51466 -1908.98 -1670.36 -1431.74 -1193.12 -954.492 -715.869 -477.246 -238.623 0 238.623 477.246 715.869 954.492 1193.12 1431.74 1670.36 1908.98 
8.51478 -1909.01 -1670.38 -1431.76 -1193.13 -954.506 -715.879 -477.253 -238.626 0 238.626 477.253 715.879 954.506 1193.13 1431.76 1670.38 1909.01 
8.5149 -1909.04 -1670.41 -1431.78 -1193.15 -954.519 -715.889 -477.259 -238.63 0 238.63 477.259 715.889 954.519 1193.15 1431.78 1670.41 1909.04 
8.51501 -1909.06 -1670.43 -1431.8 -1193.16 -954.532 -715.899 -477.266 -238.633 0 238.633 477.266 715.899 954.532 1193.16 1431.8 1670.43 1909.06 
8.51513 -1909.09 -1670.45 -1431.82 -1193.18 -954.545 -715.909 -477.273 -238.636 0 238.636 477.273 715.909 954.545 1193.18 1431.82 1670.45 1909.09 
8.51525 -1909.12 -1670.48 -1431.84 -1193.2 -954.558 -715.919 -477.279 -238.64 0 238.64 477.279 715.919 954.558 1193.2 1431.84 1670.48 1909.12 
8.51537 -1909.14 -1670.5 -1431.86 -1193.21 -954.571 -715.929 -477.286 -238.643 0 238.643 477.286 715.929 954.571 1193.21 1431.86 1670.5 1909.14 
8.51548 -1909.17 -1670.52 -1431.88 -1193.23 -954.585 -715.938 -477.292 -238.646 0 238.646 477.292 715.938 954.585 1193.23 1431.88 1670.52 1909.17 
8.5156 -1909.2 -1670.55 -1431.9 -1193.25 -954.598 -715.948 -477.299 -238.649 0 238.649 477.299 715.948 954.598 1193.25 1431.9 1670.55 1909.2 
8.51572 -1909.22 -1670.57 -1431.92 -1193.26 -954.611 -715.958 -477.305 -238.653 0 238.653 477.305 715.958 954.611 1193.26 1431.92 1670.57 1909.22 
8.51584 -1909.25 -1670.59 -1431.94 -1193.28 -954.624 -715.968 -477.312 -238.656 0 238.656 477.312 715.968 954.624 1193.28 1431.94 1670.59 1909.25 
8.51595 -1909.27 -1670.61 -1431.96 -1193.3 -954.637 -715.978 -477.319 -238.659 0 238.659 477.319 715.978 954.637 1193.3 1431.96 1670.61 1909.27 
8.51607 -1909.3 -1670.64 -1431.98 -1193.31 -954.65 -715.988 -477.325 -238.663 0 238.663 477.325 715.988 954.65 1193.31 1431.98 1670.64 1909.3 
8.51619 -1909.33 -1670.66 -1432 -1193.33 -954.663 -715.998 -477.332 -238.666 0 238.666 477.332 715.998 954.663 1193.33 1432 1670.66 1909.33 
8.5163 -1909.35 -1670.68 -1432.01 -1193.35 -954.677 -716.007 -477.338 -238.669 0 238.669 477.338 716.007 954.677 1193.35 1432.01 1670.68 1909.35 
8.51642 -1909.38 -1670.71 -1432.03 -1193.36 -954.69 -716.017 -477.345 -238.672 0 238.672 477.345 716.017 954.69 1193.36 1432.03 1670.71 1909.38 
8.51654 -1909.41 -1670.73 -1432.05 -1193.38 -954.703 -716.027 -477.351 -238.676 0 238.676 477.351 716.027 954.703 1193.38 1432.05 1670.73 1909.41 
8.51666 -1909.43 -1670.75 -1432.07 -1193.4 -954.716 -716.037 -477.358 -238.679 0 238.679 477.358 716.037 954.716 1193.4 1432.07 1670.75 1909.43 
8.51677 -1909.46 -1670.78 -1432.09 -1193.41 -954.729 -716.047 -477.365 -238.682 0 238.682 477.365 716.047 954.729 1193.41 1432.09 1670.78 1909.46 
8.51689 -1909.48 -1670.8 -1432.11 -1193.43 -954.742 -716.057 -477.371 -238.686 0 238.686 477.371 716.057 954.742 1193.43 1432.11 1670.8 1909.48 
8.51701 -1909.51 -1670.82 -1432.13 -1193.44 -954.755 -716.067 -477.378 -238.689 0 238.689 477.378 716.067 954.755 1193.44 1432.13 1670.82 1909.51 
8.51713 -1909.54 -1670.85 -1432.15 -1193.46 -954.769 -716.076 -477.384 -238.692 0 238.692 477.384 716.076 954.769 1193.46 1432.15 1670.85 1909.54 
8.51724 -1909.56 -1670.87 -1432.17 -1193.48 -954.782 -716.086 -477.391 -238.695 0 238.695 477.391 716.086 954.782 1193.48 1432.17 1670.87 1909.56 
8.51736 -1909.59 -1670.89 -1432.19 -1193.49 -954.795 -716.096 -477.397 -238.699 0 238.699 477.397 716.096 954.795 1193.49 1432.19 1670.89 1909.59 
8.51748 -1909.62 -1670.91 -1432.21 -1193.51 -954.808 -716.106 -477.404 -238.702 0 238.702 477.404 716.106 954.808 1193.51 1432.21 1670.91 1909.62 
8.5176 -1909.64 -1670.94 -1432.23 -1193.53 -954.821 -716.116 -477.411 -238.705 0 238.705 477.411 716.116 954.821 1193.53 1432.23 1670.94 1909.64 
8.51771 -1909.67 -1670.96 -1432.25 -1193.54 -954.834 -716.126 -477.417 -238.709 0 238.709 477.417 716.126 954.834 1193.54 1432.25 1670.96 1909.67 
8.51783 -1909.69 -1670.98 -1432.27 -1193.56 -954.847 -716.136 -477.424 -238.712 0 238.712 477.424 716.136 954.847 1193.56 1432.27 1670.98 1909.69 
8.51795 -1909.72 -1671.01 -1432.29 -1193.58 -954.861 -716.145 -477.43 -238.715 0 238.715 477.43 716.145 954.861 1193.58 1432.29 1671.01 1909.72 
8.51806 -1909.75 -1671.03 -1432.31 -1193.59 -954.874 -716.155 -477.437 -238.718 0 238.718 477.437 716.155 954.874 1193.59 1432.31 1671.03 1909.75 
8.51818 -1909.77 -1671.05 -1432.33 -1193.61 -954.887 -716.165 -477.443 -238.722 0 238.722 477.443 716.165 954.887 1193.61 1432.33 1671.05 1909.77 
8.5183 -1909.8 -1671.08 -1432.35 -1193.63 -954.9 -716.175 -477.45 -238.725 0 238.725 477.45 716.175 954.9 1193.63 1432.35 1671.08 1909.8 
8.51842 -1909.83 -1671.1 -1432.37 -1193.64 -954.913 -716.185 -477.457 -238.728 0 238.728 477.457 716.185 954.913 1193.64 1432.37 1671.1 1909.83 
8.51853 -1909.85 -1671.12 -1432.39 -1193.66 -954.926 -716.195 -477.463 -238.732 0 238.732 477.463 716.195 954.926 1193.66 1432.39 1671.12 1909.85 
